decision_id,record_type,occurrence_index,unit_id,section,source_path,source_line,target_path,target_line_start,target_line_end,segment_id,script,locale,chosen_rendering,decision_status,review_priority,accepted_reader_release,accepted_pdf_page,page_binding_status,expert_question
JV-T062,terminology_decision,4,OLP-0044,sets-functions-relations/arithmetization/reals,upstream/content/sets-functions-relations/arithmetization/reals.tex,74,translation/content/sets-functions-relations/arithmetization/reals.tex,81,81,,Latn,jv-Latn-ID,Sipat Kajangkepan; wates ndhuwur; wates ngisor; wates ndhuwur paling cilik; wates ngisor paling gedhe,provisional_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “Sipat Kajangkepan; wates ndhuwur; wates ngisor; wates ndhuwur paling cilik; wates ngisor paling gedhe” clear and idiomatic for the constrained sense “Completeness Property; upper bound; lower bound; least upper bound; greatest lower bound”, or should one of these be preferred: sipat jangkep, sipat wates ndhuwur paling cilik?"
JV-T062,terminology_decision,5,OLP-0045,sets-functions-relations/arithmetization/cuts,upstream/content/sets-functions-relations/arithmetization/cuts.tex,15,translation/content/sets-functions-relations/arithmetization/cuts.tex,15,15,,Latn,jv-Latn-ID,Sipat Kajangkepan; wates ndhuwur; wates ngisor; wates ndhuwur paling cilik; wates ngisor paling gedhe,provisional_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “Sipat Kajangkepan; wates ndhuwur; wates ngisor; wates ndhuwur paling cilik; wates ngisor paling gedhe” clear and idiomatic for the constrained sense “Completeness Property; upper bound; lower bound; least upper bound; greatest lower bound”, or should one of these be preferred: sipat jangkep, sipat wates ndhuwur paling cilik?"
JV-T063,terminology_decision,1,OLP-0007,sets-functions-relations/sets/important-sets,upstream/content/sets-functions-relations/sets/important-sets.tex,24,translation/content/sets-functions-relations/sets/important-sets.tex,24,24,,Latn,jv-Latn-ID,kontinuum; longkangan ing garis rasional,provisional_borrowing_and_metaphor,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “kontinuum; longkangan ing garis rasional” clear and idiomatic for the constrained sense “continuum; gap in the rational line”, or should one of these be preferred: garis tanpa longkangan, kontinum?"
JV-T064,terminology_decision,1,OLP-0045,sets-functions-relations/arithmetization/cuts,upstream/content/sets-functions-relations/arithmetization/cuts.tex,3,translation/content/sets-functions-relations/arithmetization/cuts.tex,17,17,,Latn,jv-Latn-ID,potongan; potongan-potongan (pambangunan Dedekind),general_lexeme_with_provisional_formal_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “potongan; potongan-potongan (pambangunan Dedekind)” clear and idiomatic for the constrained sense “cut; cuts (Dedekind construction)”, or should one of these be preferred: pedhotan Dedekind, irisan Dedekind?"
JV-T064,terminology_decision,2,OLP-0045,sets-functions-relations/arithmetization/cuts,upstream/content/sets-functions-relations/arithmetization/cuts.tex,3,translation/content/sets-functions-relations/arithmetization/cuts.tex,94,94,,Latn,jv-Latn-ID,potongan; potongan-potongan (pambangunan Dedekind),general_lexeme_with_provisional_formal_specialization,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “potongan; potongan-potongan (pambangunan Dedekind)” clear and idiomatic for the constrained sense “cut; cuts (Dedekind construction)”, or should one of these be preferred: pedhotan Dedekind, irisan Dedekind?"
JV-T065,terminology_decision,1,OLP-0045,sets-functions-relations/arithmetization/cuts,,,translation/content/sets-functions-relations/arithmetization/cuts.tex,99,99,,Latn,jv-Latn-ID,nyisipake wilangan rasional menyang wilangan real,provisional_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “nyisipake wilangan rasional menyang wilangan real” clear and idiomatic for the constrained sense “embed the rationals into the reals”, or should one of these be preferred: nganggep rasional minangka real, embedding rasional?"
JV-T067,terminology_decision,1,OLP-0047,sets-functions-relations/arithmetization/checking-details,upstream/content/sets-functions-relations/arithmetization/checking-details.tex,21,translation/content/sets-functions-relations/arithmetization/checking-details.tex,20,20,,Latn,jv-Latn-ID,ring komutatif; ring katata,provisional_technical_borrowing_and_compound,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “ring komutatif; ring katata” clear and idiomatic for the constrained sense “commutative ring; ordered ring”, or should one of these be preferred: gelang komutatif; gelang katata, ring berurutan?"
JV-T067,terminology_decision,2,OLP-0047,sets-functions-relations/arithmetization/checking-details,upstream/content/sets-functions-relations/arithmetization/checking-details.tex,11,translation/content/sets-functions-relations/arithmetization/checking-details.tex,113,113,,Latn,jv-Latn-ID,ring komutatif; ring katata,provisional_technical_borrowing_and_compound,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “ring komutatif; ring katata” clear and idiomatic for the constrained sense “commutative ring; ordered ring”, or should one of these be preferred: gelang komutatif; gelang katata, ring berurutan?"
JV-T068,terminology_decision,1,OLP-0047,sets-functions-relations/arithmetization/checking-details,upstream/content/sets-functions-relations/arithmetization/checking-details.tex,26,translation/content/sets-functions-relations/arithmetization/checking-details.tex,27,27,,Latn,jv-Latn-ID,asosiativitas; komutativitas; identitas; invers aditif; distributivitas; invers multiplikatif,provisional_adapted_technical_labels,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “asosiativitas; komutativitas; identitas; invers aditif; distributivitas; invers multiplikatif” clear and idiomatic for the constrained sense “associativity; commutativity; identity; additive inverse; distributivity; multiplicative inverse”, or should one of these be preferred: sipat asosiatif; unsur netral, tetep nganggo label Inggris?"
JV-T068,terminology_decision,2,OLP-0047,sets-functions-relations/arithmetization/checking-details,upstream/content/sets-functions-relations/arithmetization/checking-details.tex,28,translation/content/sets-functions-relations/arithmetization/checking-details.tex,29,29,,Latn,jv-Latn-ID,asosiativitas; komutativitas; identitas; invers aditif; distributivitas; invers multiplikatif,provisional_adapted_technical_labels,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “asosiativitas; komutativitas; identitas; invers aditif; distributivitas; invers multiplikatif” clear and idiomatic for the constrained sense “associativity; commutativity; identity; additive inverse; distributivity; multiplicative inverse”, or should one of these be preferred: sipat asosiatif; unsur netral, tetep nganggo label Inggris?"
JV-T068,terminology_decision,3,OLP-0047,sets-functions-relations/arithmetization/checking-details,upstream/content/sets-functions-relations/arithmetization/checking-details.tex,32,translation/content/sets-functions-relations/arithmetization/checking-details.tex,31,31,,Latn,jv-Latn-ID,asosiativitas; komutativitas; identitas; invers aditif; distributivitas; invers multiplikatif,provisional_adapted_technical_labels,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “asosiativitas; komutativitas; identitas; invers aditif; distributivitas; invers multiplikatif” clear and idiomatic for the constrained sense “associativity; commutativity; identity; additive inverse; distributivity; multiplicative inverse”, or should one of these be preferred: sipat asosiatif; unsur netral, tetep nganggo label Inggris?"
JV-T068,terminology_decision,4,OLP-0047,sets-functions-relations/arithmetization/checking-details,upstream/content/sets-functions-relations/arithmetization/checking-details.tex,33,translation/content/sets-functions-relations/arithmetization/checking-details.tex,33,33,,Latn,jv-Latn-ID,asosiativitas; komutativitas; identitas; invers aditif; distributivitas; invers multiplikatif,provisional_adapted_technical_labels,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “asosiativitas; komutativitas; identitas; invers aditif; distributivitas; invers multiplikatif” clear and idiomatic for the constrained sense “associativity; commutativity; identity; additive inverse; distributivity; multiplicative inverse”, or should one of these be preferred: sipat asosiatif; unsur netral, tetep nganggo label Inggris?"
JV-T068,terminology_decision,5,OLP-0047,sets-functions-relations/arithmetization/checking-details,upstream/content/sets-functions-relations/arithmetization/checking-details.tex,134,translation/content/sets-functions-relations/arithmetization/checking-details.tex,34,34,,Latn,jv-Latn-ID,asosiativitas; komutativitas; identitas; invers aditif; distributivitas; invers multiplikatif,provisional_adapted_technical_labels,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “asosiativitas; komutativitas; identitas; invers aditif; distributivitas; invers multiplikatif” clear and idiomatic for the constrained sense “associativity; commutativity; identity; additive inverse; distributivity; multiplicative inverse”, or should one of these be preferred: sipat asosiatif; unsur netral, tetep nganggo label Inggris?"
JV-T068,terminology_decision,6,OLP-0047,sets-functions-relations/arithmetization/checking-details,upstream/content/sets-functions-relations/arithmetization/checking-details.tex,134,translation/content/sets-functions-relations/arithmetization/checking-details.tex,135,135,,Latn,jv-Latn-ID,asosiativitas; komutativitas; identitas; invers aditif; distributivitas; invers multiplikatif,provisional_adapted_technical_labels,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “asosiativitas; komutativitas; identitas; invers aditif; distributivitas; invers multiplikatif” clear and idiomatic for the constrained sense “associativity; commutativity; identity; additive inverse; distributivity; multiplicative inverse”, or should one of these be preferred: sipat asosiatif; unsur netral, tetep nganggo label Inggris?"
JV-T069,terminology_decision,1,OLP-0047,sets-functions-relations/arithmetization/checking-details,upstream/content/sets-functions-relations/arithmetization/checking-details.tex,108,translation/content/sets-functions-relations/arithmetization/checking-details.tex,109,109,,Latn,jv-Latn-ID,trikotomi (koneksitas tatanan total),provisional_borrowing_with_explicit_scope,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “trikotomi (koneksitas tatanan total)” clear and idiomatic for the constrained sense “trichotomy (connectedness of a total order)”, or should one of these be preferred: telung kemungkinan, trichotomy?"
JV-T070,terminology_decision,1,OLP-0048,sets-functions-relations/arithmetization/cauchy,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,11,translation/content/sets-functions-relations/arithmetization/cauchy.tex,11,11,,Latn,jv-Latn-ID,rerangken Cauchy; nyedhaki nol; limit,provisional_technical_compound_and_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “rerangken Cauchy; nyedhaki nol; limit” clear and idiomatic for the constrained sense “Cauchy sequence; tends to zero; limit”, or should one of these be preferred: barisan Cauchy; tumuju nol; wates, sekuens Cauchy?"
JV-T070,terminology_decision,2,OLP-0048,sets-functions-relations/arithmetization/cauchy,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,73,translation/content/sets-functions-relations/arithmetization/cauchy.tex,69,69,,Latn,jv-Latn-ID,rerangken Cauchy; nyedhaki nol; limit,provisional_technical_compound_and_borrowing,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “rerangken Cauchy; nyedhaki nol; limit” clear and idiomatic for the constrained sense “Cauchy sequence; tends to zero; limit”, or should one of these be preferred: barisan Cauchy; tumuju nol; wates, sekuens Cauchy?"
JV-T071,terminology_decision,1,OLP-0048,sets-functions-relations/arithmetization/cauchy,upstream/content/sets-functions-relations/arithmetization/cauchy.tex,23,translation/content/sets-functions-relations/arithmetization/cauchy.tex,23,23,,Latn,jv-Latn-ID,ekspansi desimal; panyedhakan rasional,provisional_borrowing_and_descriptive_rendering,tracked,,,pending_next_accepted_reader_pagination,"For formal written Javanese, is “ekspansi desimal; panyedhakan rasional” clear and idiomatic for the constrained sense “decimal expansion; rational approximation”, or should one of these be preferred: pangembangan desimal; hampiran rasional, representasi angka desimal?"
